order_date,store_id,canonical_product_id,canonical_product_name,store_name,city,state,region,store_type,latitude,longitude,order_count,units_sold,net_sales,temperature_2m_max_c,temperature_2m_min_c,precipitation_sum_mm,source
2026-07-12,S005,P1042,VistaRover Trail Tumbler 241,Rocky Top Outfitters - Phoenix,Phoenix,AZ,Southwest,suburban,33.4484,-112.074,1,1,92.2,41.3,25.8,5.1,open-meteo
2026-07-12,S005,P1043,BoulderRambler Alpine Jacket 242,Rocky Top Outfitters - Phoenix,Phoenix,AZ,Southwest,suburban,33.4484,-112.074,1,4,964.0,41.3,25.8,5.1,open-meteo
2026-07-12,S005,P1045,FieldRunner Basecamp Tent 244,Rocky Top Outfitters - Phoenix,Phoenix,AZ,Southwest,suburban,33.4484,-112.074,1,2,627.14,41.3,25.8,5.1,open-meteo
2026-07-12,S005,P1048,PeakNomad Travel Tumbler 247,Rocky Top Outfitters - Phoenix,Phoenix,AZ,Southwest,suburban,33.4484,-112.074,1,4,238.96,41.3,25.8,5.1,open-meteo
2026-07-12,S005,P1051,CreekRambler 2P Camp Chair 250,Rocky Top Outfitters - Phoenix,Phoenix,AZ,Southwest,suburban,33.4484,-112.074,1,2,678.64,41.3,25.8,5.1,open-meteo
2026-07-12,S005,P1054,TrailRover 20oz Tumbler 253,Rocky Top Outfitters - Phoenix,Phoenix,AZ,Southwest,suburban,33.4484,-112.074,1,2,113.08,41.3,25.8,5.1,open-meteo
2026-07-12,S005,P1063,MoonRambler Ultralight Camp Chair 262,Rocky Top Outfitters - Phoenix,Phoenix,AZ,Southwest,suburban,33.4484,-112.074,1,1,79.92,41.3,25.8,5.1,open-meteo
2026-07-12,S005,P1065,SummitRunner Mini Battery Pack 264,Rocky Top Outfitters - Phoenix,Phoenix,AZ,Southwest,suburban,33.4484,-112.074,1,2,180.58,41.3,25.8,5.1,open-meteo
2026-07-12,S005,P1074,Unknown product (P1074),Rocky Top Outfitters - Phoenix,Phoenix,AZ,Southwest,suburban,33.4484,-112.074,1,1,172.53,41.3,25.8,5.1,open-meteo
2026-07-12,S005,P1078,SwitchbackRover 20oz Tumbler 277,Rocky Top Outfitters - Phoenix,Phoenix,AZ,Southwest,suburban,33.4484,-112.074,1,1,146.35,41.3,25.8,5.1,open-meteo
2026-07-12,S006,P1016,PeakNomad XL Cooler 215,Rocky Top Outfitters - Seattle,Seattle,WA,Pacific Northwest,urban,47.6062,-122.3321,1,1,634.09,21.2,13.8,0.6,open-meteo
2026-07-12,S006,P1031,MoonRambler Stormproof Jacket 230,Rocky Top Outfitters - Seattle,Seattle,WA,Pacific Northwest,urban,47.6062,-122.3321,1,2,312.36,21.2,13.8,0.6,open-meteo
2026-07-12,S006,P1037,EmberRunner Packable Jacket 236,Rocky Top Outfitters - Seattle,Seattle,WA,Pacific Northwest,urban,47.6062,-122.3321,1,1,91.75,21.2,13.8,0.6,open-meteo
2026-07-12,S006,P1038,TrailRover Wide Trail Shoes 237,Rocky Top Outfitters - Seattle,Seattle,WA,Pacific Northwest,urban,47.6062,-122.3321,1,1,167.35,21.2,13.8,0.6,open-meteo
2026-07-12,S006,P1041,PineRunner Mini Battery Pack 240,Rocky Top Outfitters - Seattle,Seattle,WA,Pacific Northwest,urban,47.6062,-122.3321,1,2,109.2,21.2,13.8,0.6,open-meteo
2026-07-12,S006,P1048,PeakNomad Travel Tumbler 247,Rocky Top Outfitters - Seattle,Seattle,WA,Pacific Northwest,urban,47.6062,-122.3321,1,3,179.22,21.2,13.8,0.6,open-meteo
2026-07-12,S006,P1050,RidgeRover Mid Trail Shoes 249,Rocky Top Outfitters - Seattle,Seattle,WA,Pacific Northwest,urban,47.6062,-122.3321,1,1,71.54,21.2,13.8,0.6,open-meteo
2026-07-12,S006,P1062,SwitchbackRover Wide Trail Shoes 261,Rocky Top Outfitters - Seattle,Seattle,WA,Pacific Northwest,urban,47.6062,-122.3321,1,2,273.1,21.2,13.8,0.6,open-meteo
2026-07-12,S006,P1065,SummitRunner Mini Battery Pack 264,Rocky Top Outfitters - Seattle,Seattle,WA,Pacific Northwest,urban,47.6062,-122.3321,1,1,112.86,21.2,13.8,0.6,open-meteo
2026-07-12,S006,P1075,Unknown product (P1075),Rocky Top Outfitters - Seattle,Seattle,WA,Pacific Northwest,urban,47.6062,-122.3321,1,3,495.66,21.2,13.8,0.6,open-meteo
2026-07-12,S007,P1006,TrailRover 20oz Tumbler 205,Rocky Top Outfitters - Boston,Boston,MA,Northeast,urban,42.3601,-71.0589,1,4,223.64,26.4,17.5,0.0,open-meteo
2026-07-12,S007,P1008,CanyonNomad Waterproof Trail Shoes 207,Rocky Top Outfitters - Boston,Boston,MA,Northeast,urban,42.3601,-71.0589,1,2,315.9,26.4,17.5,0.0,open-meteo
2026-07-12,S007,P1026,VistaRover Mid Trail Shoes 225,Rocky Top Outfitters - Boston,Boston,MA,Northeast,urban,42.3601,-71.0589,1,2,260.8,26.4,17.5,0.0,open-meteo
2026-07-12,S007,P1032,PeakNomad Waterproof Trail Shoes 231,Rocky Top Outfitters - Boston,Boston,MA,Northeast,urban,42.3601,-71.0589,2,4,679.29,26.4,17.5,0.0,open-meteo
2026-07-12,S007,P1036,StormNomad 32oz Tumbler 235,Rocky Top Outfitters - Boston,Boston,MA,Northeast,urban,42.3601,-71.0589,1,2,315.44,26.4,17.5,0.0,open-meteo
2026-07-12,S007,P1039,HearthRambler Ultralight Camp Chair 238,Rocky Top Outfitters - Boston,Boston,MA,Northeast,urban,42.3601,-71.0589,1,1,312.66,26.4,17.5,0.0,open-meteo
2026-07-12,S007,P1040,CanyonNomad XL Cooler 239,Rocky Top Outfitters - Boston,Boston,MA,Northeast,urban,42.3601,-71.0589,1,3,326.43,26.4,17.5,0.0,open-meteo
2026-07-12,S007,P1048,PeakNomad Travel Tumbler 247,Rocky Top Outfitters - Boston,Boston,MA,Northeast,urban,42.3601,-71.0589,1,1,59.74,26.4,17.5,0.0,open-meteo
2026-07-12,S007,P1069,Unknown product (P1069),Rocky Top Outfitters - Boston,Boston,MA,Northeast,urban,42.3601,-71.0589,1,1,256.36,26.4,17.5,0.0,open-meteo
2026-07-12,S007,P1072,CanyonNomad Travel Tumbler 271,Rocky Top Outfitters - Boston,Boston,MA,Northeast,urban,42.3601,-71.0589,1,1,114.15,26.4,17.5,0.0,open-meteo
2026-07-12,S007,P1080,PeakNomad Waterproof Trail Shoes 279,Rocky Top Outfitters - Boston,Boston,MA,Northeast,urban,42.3601,-71.0589,1,1,143.0,26.4,17.5,0.0,open-meteo
2026-07-12,S008,P1007,HearthRambler Stormproof Jacket 206,Rocky Top Outfitters - Minneapolis,Minneapolis,MN,Midwest,suburban,44.9778,-93.265,1,2,224.84,33.6,22.8,0.0,open-meteo
2026-07-12,S008,P1018,RidgeRover Trail Tumbler 217,Rocky Top Outfitters - Minneapolis,Minneapolis,MN,Midwest,suburban,44.9778,-93.265,1,2,260.72,33.6,22.8,0.0,open-meteo
2026-07-12,S008,P1033,SummitRunner 4P Tent 232,Rocky Top Outfitters - Minneapolis,Minneapolis,MN,Midwest,suburban,44.9778,-93.265,1,2,378.92,33.6,22.8,0.0,open-meteo
2026-07-12,S008,P1037,EmberRunner Packable Jacket 236,Rocky Top Outfitters - Minneapolis,Minneapolis,MN,Midwest,suburban,44.9778,-93.265,1,3,261.48,33.6,22.8,0.0,open-meteo
2026-07-12,S008,P1038,TrailRover Wide Trail Shoes 237,Rocky Top Outfitters - Minneapolis,Minneapolis,MN,Midwest,suburban,44.9778,-93.265,1,2,393.76,33.6,22.8,0.0,open-meteo
2026-07-12,S008,P1042,VistaRover Trail Tumbler 241,Rocky Top Outfitters - Minneapolis,Minneapolis,MN,Midwest,suburban,44.9778,-93.265,1,4,391.84,33.6,22.8,0.0,open-meteo
2026-07-12,S008,P1044,CloudNomad Approach Trail Shoes 243,Rocky Top Outfitters - Minneapolis,Minneapolis,MN,Midwest,suburban,44.9778,-93.265,1,2,321.72,33.6,22.8,0.0,open-meteo
2026-07-12,S008,P1060,CloudNomad 32oz Tumbler 259,Rocky Top Outfitters - Minneapolis,Minneapolis,MN,Midwest,suburban,44.9778,-93.265,1,3,393.69,33.6,22.8,0.0,open-meteo
2026-07-12,S008,P1063,MoonRambler Ultralight Camp Chair 262,Rocky Top Outfitters - Minneapolis,Minneapolis,MN,Midwest,suburban,44.9778,-93.265,1,1,75.92,33.6,22.8,0.0,open-meteo
2026-07-12,S008,P1068,StormNomad Approach Trail Shoes 267,Rocky Top Outfitters - Minneapolis,Minneapolis,MN,Midwest,suburban,44.9778,-93.265,1,4,291.32,33.6,22.8,0.0,open-meteo
2026-07-12,S008,P1071,Unknown product (P1071),Rocky Top Outfitters - Minneapolis,Minneapolis,MN,Midwest,suburban,44.9778,-93.265,1,2,286.6,33.6,22.8,0.0,open-meteo
2026-07-14,S001,P1003,CreekRambler 2P Camp Chair 202,Rocky Top Outfitters - Knoxville,Knoxville,TN,Southeast,flagship,35.9606,-83.9207,1,1,381.63,28.8,21.1,1.5,open-meteo
2026-07-14,S001,P1007,HearthRambler Stormproof Jacket 206,Rocky Top Outfitters - Knoxville,Knoxville,TN,Southeast,flagship,35.9606,-83.9207,1,1,106.8,28.8,21.1,1.5,open-meteo
2026-07-14,S001,P1012,CloudNomad 32oz Tumbler 211,Rocky Top Outfitters - Knoxville,Knoxville,TN,Southeast,flagship,35.9606,-83.9207,1,1,105.11,28.8,21.1,1.5,open-meteo
2026-07-14,S001,P1019,CreekRambler Alpine Jacket 218,Rocky Top Outfitters - Knoxville,Knoxville,TN,Southeast,flagship,35.9606,-83.9207,1,1,178.99,28.8,21.1,1.5,open-meteo
2026-07-14,S001,P1027,BoulderRambler 2P Camp Chair 226,Rocky Top Outfitters - Knoxville,Knoxville,TN,Southeast,flagship,35.9606,-83.9207,1,1,92.03,28.8,21.1,1.5,open-meteo
2026-07-14,S001,P1036,StormNomad 32oz Tumbler 235,Rocky Top Outfitters - Knoxville,Knoxville,TN,Southeast,flagship,35.9606,-83.9207,1,2,299.66,28.8,21.1,1.5,open-meteo
2026-07-14,S001,P1042,VistaRover Trail Tumbler 241,Rocky Top Outfitters - Knoxville,Knoxville,TN,Southeast,flagship,35.9606,-83.9207,1,4,414.92,28.8,21.1,1.5,open-meteo
2026-07-14,S001,P1044,CloudNomad Approach Trail Shoes 243,Rocky Top Outfitters - Knoxville,Knoxville,TN,Southeast,flagship,35.9606,-83.9207,2,3,539.37,28.8,21.1,1.5,open-meteo
2026-07-14,S001,P1048,PeakNomad Travel Tumbler 247,Rocky Top Outfitters - Knoxville,Knoxville,TN,Southeast,flagship,35.9606,-83.9207,1,3,179.22,28.8,21.1,1.5,open-meteo
2026-07-14,S001,P1051,CreekRambler 2P Camp Chair 250,Rocky Top Outfitters - Knoxville,Knoxville,TN,Southeast,flagship,35.9606,-83.9207,1,1,381.74,28.8,21.1,1.5,open-meteo
2026-07-14,S001,P1052,StormNomad Compact Cooler 251,Rocky Top Outfitters - Knoxville,Knoxville,TN,Southeast,flagship,35.9606,-83.9207,1,4,1400.08,28.8,21.1,1.5,open-meteo
2026-07-14,S001,P1056,CanyonNomad Waterproof Trail Shoes 255,Rocky Top Outfitters - Knoxville,Knoxville,TN,Southeast,flagship,35.9606,-83.9207,1,2,273.62,28.8,21.1,1.5,open-meteo
2026-07-14,S001,P1060,CloudNomad 32oz Tumbler 259,Rocky Top Outfitters - Knoxville,Knoxville,TN,Southeast,flagship,35.9606,-83.9207,1,4,617.56,28.8,21.1,1.5,open-meteo
2026-07-14,S001,P1066,RidgeRover Trail Tumbler 265,Rocky Top Outfitters - Knoxville,Knoxville,TN,Southeast,flagship,35.9606,-83.9207,1,2,178.3,28.8,21.1,1.5,open-meteo
2026-07-14,S001,P1074,Unknown product (P1074),Rocky Top Outfitters - Knoxville,Knoxville,TN,Southeast,flagship,35.9606,-83.9207,1,2,383.4,28.8,21.1,1.5,open-meteo
2026-07-14,S002,P1003,CreekRambler 2P Camp Chair 202,Rocky Top Outfitters - Miami,Miami,FL,Southeast,urban,25.7617,-80.1918,1,1,448.98,32.9,24.9,0.2,open-meteo
2026-07-14,S002,P1008,CanyonNomad Waterproof Trail Shoes 207,Rocky Top Outfitters - Miami,Miami,FL,Southeast,urban,25.7617,-80.1918,1,2,298.34,32.9,24.9,0.2,open-meteo
2026-07-14,S002,P1009,PineRunner 4P Tent 208,Rocky Top Outfitters - Miami,Miami,FL,Southeast,urban,25.7617,-80.1918,1,1,97.97,32.9,24.9,0.2,open-meteo
2026-07-14,S002,P1010,VistaRover Deluxe Patio Heater 209,Rocky Top Outfitters - Miami,Miami,FL,Southeast,urban,25.7617,-80.1918,1,1,552.43,32.9,24.9,0.2,open-meteo
2026-07-14,S002,P1013,FieldRunner Packable Jacket 212,Rocky Top Outfitters - Miami,Miami,FL,Southeast,urban,25.7617,-80.1918,1,1,97.39,32.9,24.9,0.2,open-meteo
2026-07-14,S002,P1020,StormNomad Approach Trail Shoes 219,Rocky Top Outfitters - Miami,Miami,FL,Southeast,urban,25.7617,-80.1918,1,1,169.18,32.9,24.9,0.2,open-meteo
2026-07-14,S002,P1022,TrailRover Weekend Patio Heater 221,Rocky Top Outfitters - Miami,Miami,FL,Southeast,urban,25.7617,-80.1918,1,2,621.94,32.9,24.9,0.2,open-meteo
2026-07-14,S002,P1029,FieldRunner Storm Kit Battery Pack 228,Rocky Top Outfitters - Miami,Miami,FL,Southeast,urban,25.7617,-80.1918,1,2,251.86,32.9,24.9,0.2,open-meteo
2026-07-14,S002,P1034,RidgeRover Deluxe Patio Heater 233,Rocky Top Outfitters - Miami,Miami,FL,Southeast,urban,25.7617,-80.1918,1,2,337.72,32.9,24.9,0.2,open-meteo
2026-07-14,S002,P1036,StormNomad 32oz Tumbler 235,Rocky Top Outfitters - Miami,Miami,FL,Southeast,urban,25.7617,-80.1918,1,4,630.88,32.9,24.9,0.2,open-meteo
2026-07-14,S002,P1039,HearthRambler Ultralight Camp Chair 238,Rocky Top Outfitters - Miami,Miami,FL,Southeast,urban,25.7617,-80.1918,1,4,1324.24,32.9,24.9,0.2,open-meteo
2026-07-14,S002,P1045,FieldRunner Basecamp Tent 244,Rocky Top Outfitters - Miami,Miami,FL,Southeast,urban,25.7617,-80.1918,1,1,296.15,32.9,24.9,0.2,open-meteo
2026-07-14,S002,P1047,MoonRambler Expedition Flashlight 246,Rocky Top Outfitters - Miami,Miami,FL,Southeast,urban,25.7617,-80.1918,2,3,162.16,32.9,24.9,0.2,open-meteo
2026-07-14,S002,P1049,SummitRunner Lightweight Jacket 248,Rocky Top Outfitters - Miami,Miami,FL,Southeast,urban,25.7617,-80.1918,1,1,177.61,32.9,24.9,0.2,open-meteo
2026-07-14,S002,P1053,EmberRunner Storm Kit Battery Pack 252,Rocky Top Outfitters - Miami,Miami,FL,Southeast,urban,25.7617,-80.1918,1,2,217.06,32.9,24.9,0.2,open-meteo
2026-07-14,S002,P1076,CloudNomad Compact Cooler 275,Rocky Top Outfitters - Miami,Miami,FL,Southeast,urban,25.7617,-80.1918,1,1,617.47,32.9,24.9,0.2,open-meteo
2026-07-14,S003,P1002,RidgeRover Mid Trail Shoes 201,Rocky Top Outfitters - Chicago,Chicago,IL,Midwest,urban,41.8781,-87.6298,1,1,203.43,33.0,22.9,0.0,open-meteo
2026-07-14,S003,P1026,VistaRover Mid Trail Shoes 225,Rocky Top Outfitters - Chicago,Chicago,IL,Midwest,urban,41.8781,-87.6298,2,3,391.2,33.0,22.9,0.0,open-meteo
