order_id,order_date,store_id,product_id,quantity,unit_price,discount_pct,sales_channel,loyalty_member
20260721-0043,2026-07-21,S006,P1016,3,634.09,0,pickup,N
20260721-0044,2026-07-21,S005,P1048,1,66.77,5,in_store,N
20260721-0045,2026-07-21,S003,P1047,2,56.9,0,ship_from_store,N
20260721-0046,2026-07-21,S006,P1034,1,143.53,15,ship_from_store,Y
20260721-0047,2026-07-21,S008,P1009,3,115.26,0,ship_from_store,Y
20260721-0048,2026-07-21,S006,P1073,1,112.79,10,pickup,Y
20260721-0049,2026-07-21,S008,P1035,1,132.96,10,pickup,Y
20260721-0050,2026-07-21,S007,P1053,1,103.1,5,in_store,Y
20260721-0051,2026-07-21,S001,P1017,1,51.7,20,in_store,N
20260721-0052,2026-07-21,S005,P1041,1,43.68,20,in_store,Y
20260721-0053,2026-07-21,S003,P1046,3,233.42,0,pickup,Y
20260721-0054,2026-07-21,S008,P1044,1,189.25,0,in_store,Y
20260721-0055,2026-07-21,S005,P1079,3,256.21,0,ship_from_store,Y
20260721-0056,2026-07-21,S003,P1015,1,163.09,15,in_store,Y
20260721-0057,2026-07-21,S003,P1005,4,111.54,0,in_store,N
20260721-0058,2026-07-21,S003,P1077,1,95.15,0,pickup,Y
20260721-0059,2026-07-21,S007,P1036,1,157.72,0,ship_from_store,Y
20260721-0060,2026-07-21,S003,P1079,1,256.21,0,in_store,Y
20260721-0061,2026-07-21,S003,P1013,3,92.52,5,in_store,N
20260721-0062,2026-07-21,S001,P1063,3,63.94,20,pickup,Y
20260721-0063,2026-07-21,S001,P1043,4,204.85,15,in_store,Y
20260721-0064,2026-07-21,S001,P1044,4,170.33,10,in_store,Y
20260721-0065,2026-07-21,S003,P1026,2,117.36,10,ship_from_store,N
20260721-0066,2026-07-21,S003,P1065,1,112.86,0,pickup,Y
20260721-0067,2026-07-21,S007,P1003,3,448.98,0,in_store,N
20260721-0068,2026-07-21,S006,P1069,1,256.36,0,pickup,Y
20260721-0069,2026-07-21,S008,P1018,4,130.36,15,in_store,Y
20260721-0070,2026-07-21,S006,P1022,1,388.71,0,ship_from_store,Y
20260721-0071,2026-07-21,S002,P1051,3,402.94,5,in_store,Y
20260721-0072,2026-07-21,S003,P1050,1,75.31,0,ship_from_store,N
20260721-0073,2026-07-21,S001,P1034,2,143.53,15,in_store,Y
20260721-0074,2026-07-21,S005,P1063,2,71.93,10,in_store,Y
20260721-0075,2026-07-21,S006,P1027,2,92.03,0,in_store,Y
20260721-0076,2026-07-21,S008,P1012,2,123.66,0,in_store,Y
20260721-0077,2026-07-21,S004,P1021,2,70.05,5,ship_from_store,Y
20260721-0078,2026-07-21,S002,P1055,4,263.69,5,in_store,Y
20260721-0079,2026-07-21,S003,P1061,1,147.84,0,pickup,Y
20260721-0080,2026-07-21,S002,P1050,4,67.78,10,pickup,N
20260721-0081,2026-07-21,S001,P1028,1,647.52,0,ship_from_store,Y
20260721-0082,2026-07-21,S004,P1021,1,73.74,0,ship_from_store,Y
20260721-0083,2026-07-21,S005,P1015,2,172.68,10,ship_from_store,Y
20260721-0084,2026-07-21,S002,P1042,2,115.25,0,in_store,Y
20260721-0085,2026-07-21,S008,P1029,4,100.74,20,ship_from_store,Y
20260721-0086,2026-07-21,S001,P1073,1,125.32,0,in_store,Y
20260721-0087,2026-07-21,S004,P1050,2,75.31,0,in_store,Y
20260721-0088,2026-07-21,S003,P1044,4,189.25,0,pickup,Y
20260721-0089,2026-07-21,S008,P1072,1,127.58,5,in_store,Y
20260721-0090,2026-07-21,S001,P1003,2,426.53,5,ship_from_store,Y
20260721-0091,2026-07-21,S001,P1036,4,157.72,0,ship_from_store,Y
