order_id,order_date,store_id,product_id,quantity,unit_price,discount_pct,sales_channel,loyalty_member
20260722-0053,2026-07-22,S002,P1080,1,143.0,0,in_store,Y
20260722-0054,2026-07-22,S008,P1008,2,149.17,15,in_store,Y
20260722-0055,2026-07-22,S002,P1025,3,124.6,0,in_store,Y
20260722-0056,2026-07-22,S007,P1037,1,91.75,0,in_store,Y
20260722-0057,2026-07-22,S008,P1023,4,113.15,20,ship_from_store,Y
20260722-0058,2026-07-22,S004,P1048,1,70.28,0,in_store,N
20260722-0059,2026-07-22,S002,P1010,4,552.43,0,ship_from_store,Y
20260722-0060,2026-07-22,S003,P1070,3,202.52,0,in_store,Y
20260722-0061,2026-07-22,S001,P1075,2,165.22,0,ship_from_store,Y
20260722-0062,2026-07-22,S001,P1010,4,552.43,0,in_store,Y
20260722-0063,2026-07-22,S004,P1075,2,140.44,15,in_store,Y
20260722-0064,2026-07-22,S006,P1036,4,157.72,0,in_store,Y
20260722-0065,2026-07-22,S002,P1039,2,367.84,0,in_store,Y
20260722-0066,2026-07-22,S007,P1028,4,647.52,0,pickup,Y
20260722-0067,2026-07-22,S003,P1028,4,550.39,15,ship_from_store,N
20260722-0068,2026-07-22,S005,P1068,3,80.92,0,in_store,Y
20260722-0069,2026-07-22,S002,P1004,4,98.91,10,in_store,Y
20260722-0070,2026-07-22,S007,P1032,2,184.38,5,in_store,Y
20260722-0071,2026-07-22,S008,P1073,2,125.32,0,in_store,Y
20260722-0072,2026-07-22,S008,P1014,2,204.67,0,in_store,Y
20260722-0073,2026-07-22,S001,P1032,1,194.08,0,in_store,Y
20260722-0074,2026-07-22,S007,P1002,1,193.26,5,pickup,Y
20260722-0075,2026-07-22,S007,P1038,1,196.88,0,ship_from_store,Y
20260722-0076,2026-07-22,S001,P1072,1,114.15,15,ship_from_store,Y
20260722-0077,2026-07-22,S008,P1034,2,143.53,15,in_store,Y
20260722-0078,2026-07-22,S007,P1048,1,59.74,15,in_store,N
20260722-0079,2026-07-22,S006,P1060,1,131.23,15,pickup,Y
20260722-0080,2026-07-22,S001,P1015,2,163.09,15,pickup,Y
20260722-0081,2026-07-22,S006,P1026,1,110.84,15,pickup,Y
20260722-0082,2026-07-22,S005,P1039,1,294.27,20,in_store,N
20260722-0083,2026-07-22,S005,P1005,2,105.96,5,in_store,N
20260722-0084,2026-07-22,S007,P1037,1,91.75,0,pickup,Y
20260722-0085,2026-07-22,S005,P1041,1,54.6,0,ship_from_store,Y
20260722-0086,2026-07-22,S003,P1061,1,133.06,10,ship_from_store,Y
20260722-0087,2026-07-22,S007,P1018,2,153.36,0,in_store,N
20260722-0088,2026-07-22,S005,P1060,2,123.51,20,ship_from_store,Y
20260722-0089,2026-07-22,S003,P1070,1,182.27,10,in_store,Y
20260722-0090,2026-07-22,S008,P1005,4,89.23,20,in_store,N
20260722-0091,2026-07-22,S008,P1050,1,67.78,10,in_store,Y
20260722-0092,2026-07-22,S003,P1016,1,602.39,5,in_store,Y
20260722-0093,2026-07-22,S004,P1015,1,191.87,0,in_store,Y
20260722-0094,2026-07-22,S004,P1045,2,296.15,15,pickup,Y
20260722-0095,2026-07-22,S008,P1036,2,157.72,0,in_store,Y
20260722-0096,2026-07-22,S003,P1073,3,100.26,20,in_store,Y
20260722-0097,2026-07-22,S006,P1024,1,72.47,20,in_store,Y
20260722-0098,2026-07-22,S006,P1073,3,125.32,0,in_store,N
20260722-0099,2026-07-22,S007,P1056,1,115.21,20,pickup,Y
20260722-0100,2026-07-22,S007,P1003,2,448.98,0,pickup,Y
20260722-0101,2026-07-22,S001,P1019,1,178.99,0,in_store,Y
20260722-0102,2026-07-22,S008,P1077,4,95.15,0,pickup,Y
20260722-0103,2026-07-22,S004,P1017,3,64.63,0,ship_from_store,Y
20260722-0104,2026-07-22,S005,P1039,2,367.84,0,pickup,Y
20260722-0105,2026-07-22,S007,P1020,1,169.18,20,in_store,Y
20260722-0106,2026-07-22,S006,P1022,1,349.84,10,in_store,Y
20260722-0107,2026-07-22,S008,P1015,2,172.68,10,ship_from_store,Y
20260722-0108,2026-07-22,S006,P1063,2,75.92,5,in_store,Y
20260722-0109,2026-07-22,S004,P1013,1,97.39,0,pickup,N
20260722-0110,2026-07-22,S006,P1053,2,108.53,0,in_store,Y
20260722-0111,2026-07-22,S004,P1066,2,94.39,10,in_store,Y
20260722-0112,2026-07-22,S003,P1019,1,170.04,5,ship_from_store,Y
20260722-0113,2026-07-22,S005,P1018,1,153.36,0,in_store,N
20260722-0114,2026-07-22,S005,P1074,1,153.36,20,in_store,N
20260722-0115,2026-07-22,S008,P1050,1,64.01,15,ship_from_store,Y
20260722-0116,2026-07-22,S005,P1020,1,190.33,10,pickup,Y
20260722-0117,2026-07-22,S007,P1060,1,154.39,0,pickup,Y
20260722-0118,2026-07-22,S004,P1034,2,160.42,5,pickup,Y
20260722-0119,2026-07-22,S008,P1054,2,60.08,15,in_store,N
20260722-0120,2026-07-22,S003,P1071,3,128.97,10,in_store,N
20260722-0121,2026-07-22,S005,P1007,3,106.8,5,in_store,Y
20260722-0122,2026-07-22,S002,P1056,4,144.01,0,pickup,Y
20260722-0123,2026-07-22,S001,P1025,1,99.68,20,in_store,N
20260722-0124,2026-07-22,S004,P1042,3,115.25,0,ship_from_store,N
20260722-0125,2026-07-22,S004,P1047,1,56.9,0,in_store,Y
20260722-0126,2026-07-22,S008,P1030,2,119.95,5,in_store,Y
20260722-0127,2026-07-22,S001,P1036,2,149.83,5,in_store,Y
20260722-0128,2026-07-22,S008,P1002,3,203.43,0,in_store,Y
20260722-0129,2026-07-22,S005,P1017,1,64.63,0,in_store,N
20260722-0130,2026-07-22,S008,P1038,2,196.88,0,in_store,Y
20260722-0131,2026-07-22,S001,P1024,3,86.06,5,in_store,Y
20260722-0132,2026-07-22,S002,P1072,4,114.15,15,in_store,Y
20260722-0133,2026-07-22,S003,P1007,1,95.56,15,in_store,N
20260722-0134,2026-07-22,S002,P1002,1,203.43,0,pickup,N
20260722-0135,2026-07-22,S007,P1033,3,189.46,0,ship_from_store,Y
20260722-0136,2026-07-22,S001,P1057,3,328.14,20,pickup,Y
20260722-0137,2026-07-22,S006,P1062,2,145.09,15,in_store,Y
20260722-0138,2026-07-22,S002,P1055,2,249.81,10,in_store,Y
20260722-0139,2026-07-22,S001,P1049,2,222.01,0,in_store,Y
20260722-0140,2026-07-22,S002,P1013,2,92.52,5,ship_from_store,Y
20260722-0141,2026-07-22,S006,P1022,2,310.97,20,in_store,Y
20260722-0142,2026-07-22,S005,P1075,2,165.22,0,in_store,Y
20260722-0143,2026-07-22,S006,P1014,2,194.44,5,ship_from_store,Y
20260722-0144,2026-07-22,S003,P1046,2,221.75,5,ship_from_store,Y
20260722-0145,2026-07-22,S008,P1045,1,348.41,0,in_store,Y
20260722-0146,2026-07-22,S007,P1079,1,230.59,10,in_store,Y
20260722-0147,2026-07-22,S008,P1001,1,130.82,0,ship_from_store,N
20260722-0148,2026-07-22,S005,P1055,2,277.57,0,in_store,Y
20260722-0149,2026-07-22,S003,P1078,3,146.35,0,pickup,Y
20260722-0150,2026-07-22,S006,P1037,3,73.4,20,in_store,Y
20260722-0151,2026-07-22,S005,P1012,1,111.29,10,in_store,N
20260722-0152,2026-07-22,S008,P1074,3,191.7,0,in_store,Y
20260722-0153,2026-07-22,S007,P1024,1,90.59,0,in_store,Y
20260722-0154,2026-07-22,S002,P1017,3,51.7,20,pickup,Y
20260722-0155,2026-07-22,S002,P1067,1,266.98,0,in_store,N
20260722-0156,2026-07-22,S004,P1030,1,119.95,5,in_store,Y
20260722-0157,2026-07-22,S001,P1075,1,165.22,0,in_store,Y
20260722-0158,2026-07-22,S001,P1032,3,184.38,5,pickup,Y
20260722-0159,2026-07-22,S008,P1003,1,448.98,0,pickup,N
20260722-0160,2026-07-22,S003,P1070,1,202.52,0,in_store,Y
20260722-0161,2026-07-22,S002,P1038,2,177.19,10,in_store,Y
20260722-0162,2026-07-22,S006,P1021,1,62.68,15,in_store,Y
