order_id,order_date,store_id,product_id,quantity,unit_price,discount_pct,sales_channel,loyalty_member
20260716-0084,2026-07-16,S001,P1017,2,54.94,15,in_store,Y
20260716-0085,2026-07-16,S001,P1059,1,105.5,0,in_store,Y
20260716-0086,2026-07-16,S005,P1063,4,79.92,0,in_store,Y
20260716-0087,2026-07-16,S008,P1068,2,68.78,15,in_store,Y
20260716-0088,2026-07-16,S003,P1041,1,51.87,5,in_store,Y
20260716-0089,2026-07-16,S003,P1018,1,138.02,10,pickup,Y
20260716-0090,2026-07-16,S003,P1069,2,243.54,5,pickup,N
20260716-0091,2026-07-16,S002,P1006,2,55.91,0,in_store,N
20260716-0092,2026-07-16,S003,P1068,3,80.92,0,in_store,N
20260716-0093,2026-07-16,S007,P1035,1,147.73,0,in_store,Y
20260716-0094,2026-07-16,S003,P1069,3,256.36,0,in_store,Y
20260716-0095,2026-07-16,S006,P1066,2,104.88,0,in_store,Y
20260716-0096,2026-07-16,S004,P1015,4,153.5,20,ship_from_store,Y
20260716-0097,2026-07-16,S005,P1059,3,89.67,15,ship_from_store,Y
20260716-0098,2026-07-16,S004,P1012,1,123.66,0,pickup,Y
20260716-0099,2026-07-16,S002,P1021,4,66.37,10,pickup,Y
20260716-0100,2026-07-16,S003,P1029,1,125.93,0,pickup,N
20260716-0101,2026-07-16,S002,P1011,1,126.42,5,in_store,N
20260716-0102,2026-07-16,S005,P1030,1,126.26,0,ship_from_store,N
20260716-0103,2026-07-16,S006,P1044,1,189.25,0,in_store,Y
20260716-0104,2026-07-16,S004,P1007,2,106.8,5,in_store,Y
20260716-0105,2026-07-16,S001,P1077,4,95.15,0,pickup,Y
20260716-0106,2026-07-16,S003,P1074,3,191.7,0,in_store,Y
20260716-0107,2026-07-16,S008,P1076,2,686.08,0,in_store,Y
20260716-0108,2026-07-16,S008,P1010,2,441.94,20,in_store,Y
20260716-0041,2026-07-16,S004,P1024,3,77.0,15,in_store,N
20260716-0001,2026-07-16,S005,P1010,2,469.57,15,in_store,N
20260716-0008,2026-07-16,S005,P1024,2,90.59,0,pickup,Y
20260716-0103,2026-07-16,S006,P1044,1,189.25,0,in_store,Y
