order_id,order_date,store_id,product_id,quantity,unit_price,discount_pct,sales_channel,loyalty_member
20260714-0065,2026-07-14,S007,P1015,4,163.09,15,pickup,Y
20260714-0066,2026-07-14,S004,P1027,1,92.03,0,in_store,Y
20260714-0067,2026-07-14,S002,P1036,4,157.72,0,pickup,Y
20260714-0068,2026-07-14,S002,P1022,2,310.97,20,pickup,Y
20260714-0069,2026-07-14,S005,P1027,1,73.62,20,in_store,N
20260714-0070,2026-07-14,S006,P1027,1,73.62,20,in_store,N
20260714-0071,2026-07-14,S006,P1048,1,59.74,15,in_store,Y
20260714-0072,2026-07-14,S002,P1047,2,56.9,0,ship_from_store,Y
20260714-0073,2026-07-14,S004,P1080,1,114.4,20,in_store,Y
20260714-0074,2026-07-14,S004,P1057,1,389.66,5,pickup,Y
20260714-0075,2026-07-14,S001,P1051,1,381.74,10,in_store,Y
20260714-0076,2026-07-14,S005,P1015,1,191.87,0,ship_from_store,Y
20260714-0077,2026-07-14,S003,P1052,1,369.46,5,pickup,Y
20260714-0078,2026-07-14,S003,P1002,1,203.43,0,in_store,Y
20260714-0079,2026-07-14,S003,P1026,1,130.4,0,in_store,Y
20260714-0080,2026-07-14,S004,P1046,2,210.08,10,in_store,Y
20260714-0081,2026-07-14,S006,P1018,3,145.69,5,in_store,Y
20260714-0082,2026-07-14,S001,P1048,3,59.74,15,pickup,Y
20260714-0083,2026-07-14,S003,P1060,1,138.95,10,in_store,N
20260714-0084,2026-07-14,S001,P1056,2,136.81,5,in_store,Y
20260714-0085,2026-07-14,S001,P1066,2,89.15,15,in_store,Y
20260714-0086,2026-07-14,S004,P1066,1,104.88,0,ship_from_store,Y
20260714-0087,2026-07-14,S002,P1045,1,296.15,15,in_store,N
20260714-0088,2026-07-14,S004,P1059,3,100.22,5,pickup,Y
20260714-0089,2026-07-14,S007,P1076,3,583.17,15,pickup,Y
20260714-0090,2026-07-14,S006,P1080,4,143.0,0,in_store,N
20260714-0091,2026-07-14,S004,P1067,1,266.98,0,ship_from_store,Y
20260714-0092,2026-07-14,S005,P1072,1,120.86,10,in_store,Y
20260714-0093,2026-07-14,S008,P1010,1,497.19,10,in_store,Y
20260714-0094,2026-07-14,S004,P1056,4,115.21,20,in_store,Y
20260714-0095,2026-07-14,S005,P1049,1,199.81,10,in_store,Y
20260714-0096,2026-07-14,S006,P1043,1,241.0,0,in_store,Y
20260714-0097,2026-07-14,S005,P1045,2,313.57,10,in_store,N
20260714-0098,2026-07-14,S001,P1007,1,106.8,5,in_store,Y
20260714-0099,2026-07-14,S007,P1007,1,112.42,0,in_store,Y
20260714-0100,2026-07-14,S005,P1056,2,136.81,5,ship_from_store,N
20260714-0101,2026-07-14,S005,P1041,2,51.87,5,pickup,Y
20260714-0102,2026-07-14,S004,P1078,1,117.08,20,in_store,Y
20260714-0103,2026-07-14,S004,P1018,1,122.69,20,in_store,Y
20260714-0104,2026-07-14,S002,P1020,1,169.18,20,in_store,Y
20260714-0105,2026-07-14,S008,P1070,1,162.02,20,in_store,N
20260714-0106,2026-07-14,S002,P1029,2,125.93,0,in_store,Y
20260714-0107,2026-07-14,S003,P1042,2,115.25,0,in_store,Y
20260714-0108,2026-07-14,S007,P1006,2,55.91,0,in_store,Y
20260714-0109,2026-07-14,S005,P1003,2,448.98,0,in_store,N
20260714-0110,2026-07-14,S006,P1034,2,151.97,10,ship_from_store,Y
20260714-0111,2026-07-14,S005,P1030,3,107.32,15,pickup,N
20260714-0112,2026-07-14,S005,P1061,1,147.84,0,in_store,N
20260714-0113,2026-07-14,S004,P1027,1,73.62,20,ship_from_store,Y
20260714-0114,2026-07-14,S007,P1013,1,82.78,15,in_store,N
20260714-0115,2026-07-14,S005,P1009,4,103.73,10,ship_from_store,Y
20260714-0116,2026-07-14,S004,P1030,1,126.26,0,in_store,N
20260714-0117,2026-07-14,S002,P1049,1,177.61,20,in_store,Y
20260714-0118,2026-07-14,S008,P1055,3,222.06,20,in_store,Y
20260714-0119,2026-07-14,S005,P1063,1,63.94,20,in_store,N
20260714-0120,2026-07-14,S002,P1013,1,97.39,0,in_store,Y
20260714-0121,2026-07-14,S002,P1034,2,168.86,0,in_store,Y
20260714-0122,2026-07-14,S004,P1053,1,86.82,20,in_store,Y
20260714-0123,2026-07-14,S003,P1031,1,164.85,5,in_store,Y
20260714-0124,2026-07-14,S004,P1076,2,686.08,0,ship_from_store,Y
20260714-0125,2026-07-14,S003,P1079,3,217.78,15,in_store,N
20260714-0126,2026-07-14,S004,P1070,2,182.27,10,pickup,Y
20260714-0127,2026-07-14,S005,P1080,3,143.0,0,pickup,N
20260714-0128,2026-07-14,S005,P1003,1,359.18,20,ship_from_store,N
