order_id,order_date,store_id,product_id,quantity,unit_price,discount_pct,sales_channel,loyalty_member
20260717-0039,2026-07-17,S006,P1069,4,230.72,10,in_store,N
20260717-0040,2026-07-17,S006,P1056,1,122.41,15,in_store,Y
20260717-0041,2026-07-17,S002,P1057,1,348.64,15,in_store,N
20260717-0042,2026-07-17,S001,P1008,1,175.5,0,ship_from_store,Y
20260717-0043,2026-07-17,S002,P1035,1,147.73,0,in_store,N
20260717-0044,2026-07-17,S003,P1032,1,194.08,0,in_store,N
20260717-0045,2026-07-17,S006,P1070,2,202.52,0,ship_from_store,Y
20260717-0046,2026-07-17,S007,P1054,1,70.68,0,pickup,Y
20260717-0047,2026-07-17,S003,P1043,4,241.0,0,in_store,N
20260717-0048,2026-07-17,S002,P1009,2,92.21,20,in_store,N
20260717-0049,2026-07-17,S002,P1069,2,230.72,10,in_store,Y
20260717-0050,2026-07-17,S006,P1016,1,602.39,5,pickup,Y
20260717-0051,2026-07-17,S005,P1052,1,311.13,20,in_store,Y
20260717-0052,2026-07-17,S008,P1062,3,136.55,20,pickup,Y
20260717-0053,2026-07-17,S006,P1048,3,66.77,5,in_store,Y
20260717-0054,2026-07-17,S004,P1019,4,143.19,20,pickup,Y
20260717-0055,2026-07-17,S002,P1015,1,191.87,0,ship_from_store,Y
20260717-0056,2026-07-17,S007,P1001,1,117.74,10,in_store,Y
20260717-0057,2026-07-17,S007,P1048,1,59.74,15,in_store,Y
20260717-0058,2026-07-17,S003,P1069,2,243.54,5,ship_from_store,Y
20260717-0059,2026-07-17,S001,P1067,1,266.98,0,in_store,Y
20260717-0060,2026-07-17,S001,P1015,2,153.5,20,in_store,Y
20260717-0061,2026-07-17,S008,P1041,2,49.14,10,ship_from_store,Y
20260717-0062,2026-07-17,S004,P1068,2,76.87,5,in_store,N
20260717-0063,2026-07-17,S004,P1074,2,191.7,0,pickup,Y
20260717-0064,2026-07-17,S003,P1001,1,111.2,15,in_store,Y
20260717-0065,2026-07-17,S005,P1051,1,424.15,0,ship_from_store,N
20260717-0066,2026-07-17,S006,P1030,1,126.26,0,in_store,N
20260717-0067,2026-07-17,S008,P1053,1,108.53,0,ship_from_store,Y
20260717-0068,2026-07-17,S005,P1062,4,170.69,0,in_store,Y
20260717-0069,2026-07-17,S007,P1068,3,72.83,10,in_store,Y
20260717-0070,2026-07-17,S001,P1060,1,154.39,0,in_store,Y
20260717-0071,2026-07-17,S006,P1019,3,143.19,20,ship_from_store,N
20260717-0072,2026-07-17,S003,P1049,2,222.01,0,in_store,Y
20260717-0073,2026-07-17,S002,P1008,1,166.72,5,in_store,Y
20260717-0074,2026-07-17,S004,P1064,1,491.56,20,in_store,Y
20260717-0075,2026-07-17,S007,P1005,2,94.81,15,pickup,N
20260717-0076,2026-07-17,S005,P1063,1,79.92,0,pickup,Y
20260717-0077,2026-07-17,S001,P1070,2,192.39,5,in_store,N
20260717-0078,2026-07-17,S001,P1080,4,143.0,0,in_store,Y
20260717-0079,2026-07-17,S004,P1020,3,200.91,5,in_store,N
20260717-0080,2026-07-17,S006,P1003,4,426.53,5,ship_from_store,Y
20260717-0081,2026-07-17,S001,P1064,1,522.28,15,pickup,N
20260717-0082,2026-07-17,S003,P1072,2,127.58,5,in_store,N
20260717-0083,2026-07-17,S005,P1017,1,64.63,0,in_store,Y
20260717-0084,2026-07-17,S002,P1022,2,369.27,5,ship_from_store,Y
20260717-0085,2026-07-17,S005,P1003,1,359.18,20,ship_from_store,Y
20260717-0086,2026-07-17,S006,P1006,2,50.32,10,ship_from_store,Y
20260717-0087,2026-07-17,S005,P1042,1,115.25,0,pickup,Y
20260717-0088,2026-07-17,S002,P1026,1,130.4,0,in_store,Y
20260717-0089,2026-07-17,S002,P1066,1,94.39,10,in_store,Y
20260717-0090,2026-07-17,S007,P1023,2,120.22,15,in_store,N
20260717-0091,2026-07-17,S001,P1068,2,80.92,0,pickup,Y
20260717-0092,2026-07-17,S004,P1048,1,59.74,15,in_store,N
20260717-0093,2026-07-17,S004,P1001,2,104.66,20,ship_from_store,Y
20260717-0094,2026-07-17,S006,P1026,4,104.32,20,in_store,Y
20260717-0095,2026-07-17,S004,P1048,2,66.77,5,pickup,N
20260717-0096,2026-07-17,S003,P1049,3,188.71,15,in_store,Y
20260717-0097,2026-07-17,S005,P1031,3,173.53,0,in_store,Y
20260717-0098,2026-07-17,S006,P1069,4,256.36,0,in_store,Y
20260717-0099,2026-07-17,S001,P1052,1,388.91,0,pickup,Y
20260717-0100,2026-07-17,S003,P1050,2,75.31,0,in_store,Y
20260717-0101,2026-07-17,S005,P1048,2,70.28,0,in_store,Y
20260717-0102,2026-07-17,S005,P1018,1,138.02,10,in_store,N
20260717-0103,2026-07-17,S002,P1012,4,123.66,0,in_store,N
20260717-0104,2026-07-17,S005,P1063,2,79.92,0,in_store,Y
20260717-0105,2026-07-17,S005,P1035,4,125.57,15,in_store,Y
