order_id,order_date,store_id,product_id,quantity,unit_price,discount_pct,sales_channel,loyalty_member
20260712-0028,2026-07-12,S005,P1009,3,109.5,5,in_store,Y
20260712-0029,2026-07-12,S008,P1060,3,131.23,15,in_store,N
20260712-0030,2026-07-12,S004,P1020,2,190.33,10,in_store,Y
20260712-0031,2026-07-12,S005,P1043,4,241.0,0,in_store,N
20260712-0032,2026-07-12,S007,P1040,3,108.81,0,ship_from_store,N
20260712-0033,2026-07-12,S007,P1032,1,184.38,5,in_store,N
20260712-0034,2026-07-12,S003,P1067,2,213.58,20,in_store,Y
20260712-0035,2026-07-12,S001,P1024,2,90.59,0,ship_from_store,Y
20260712-0036,2026-07-12,S002,P1036,1,149.83,5,in_store,Y
20260712-0037,2026-07-12,S007,P1008,2,157.95,10,in_store,Y
20260712-0038,2026-07-12,S008,P1033,2,189.46,0,in_store,Y
20260712-0039,2026-07-12,S006,P1048,3,59.74,15,ship_from_store,N
20260712-0040,2026-07-12,S003,P1026,1,130.4,0,in_store,Y
20260712-0041,2026-07-12,S003,P1006,1,44.73,20,in_store,Y
20260712-0042,2026-07-12,S004,P1021,1,73.74,0,ship_from_store,N
20260712-0043,2026-07-12,S004,P1012,1,123.66,0,ship_from_store,N
20260712-0044,2026-07-12,S003,P1018,2,122.69,20,ship_from_store,Y
20260712-0045,2026-07-12,S008,P1044,2,160.86,15,pickup,Y
20260712-0046,2026-07-12,S006,P1050,1,71.54,5,in_store,Y
20260712-0047,2026-07-12,S005,P1051,2,339.32,20,in_store,Y
20260712-0048,2026-07-12,S004,P1042,3,97.96,15,pickup,Y
20260712-0049,2026-07-12,S006,P1016,1,634.09,0,ship_from_store,Y
20260712-0050,2026-07-12,S003,P1014,3,204.67,0,in_store,N
20260712-0051,2026-07-12,S003,P1031,1,164.85,5,in_store,N
20260712-0052,2026-07-12,S008,P1071,2,143.3,0,ship_from_store,N
20260712-0053,2026-07-12,S004,P1014,4,163.74,20,in_store,Y
20260712-0054,2026-07-12,S006,P1075,3,165.22,0,in_store,Y
20260712-0055,2026-07-12,S001,P1029,1,125.93,0,in_store,Y
20260712-0056,2026-07-12,S008,P1007,2,112.42,0,in_store,Y
20260712-0057,2026-07-12,S006,P1037,1,91.75,0,in_store,N
20260712-0058,2026-07-12,S001,P1074,1,153.36,20,in_store,N
20260712-0059,2026-07-12,S005,P1033,1,189.46,0,ship_from_store,Y
20260712-0060,2026-07-12,S004,P1007,3,95.56,15,ship_from_store,N
20260712-0061,2026-07-12,S002,P1049,2,199.81,10,in_store,Y
20260712-0062,2026-07-12,S003,P1016,2,538.98,15,pickup,Y
20260712-0063,2026-07-12,S001,P1013,4,77.91,20,ship_from_store,Y
20260712-0064,2026-07-12,S007,P1036,2,157.72,0,in_store,Y
20260712-0065,2026-07-12,S002,P1039,4,331.06,10,ship_from_store,Y
20260712-0066,2026-07-12,S003,P1020,1,211.48,0,in_store,Y
20260712-0067,2026-07-12,S003,P1003,2,381.63,15,in_store,Y
20260712-0068,2026-07-12,S007,P1006,4,55.91,0,pickup,N
20260712-0069,2026-07-12,S006,P1038,1,167.35,15,in_store,N
20260712-0070,2026-07-12,S008,P1063,1,75.92,5,in_store,Y
20260712-0071,2026-07-12,S003,P1046,3,186.74,20,in_store,Y
20260712-0072,2026-07-12,S001,P1017,3,58.17,10,in_store,Y
20260712-0073,2026-07-12,S005,P1011,2,119.76,10,in_store,Y
20260712-0074,2026-07-12,S005,P1034,2,143.53,15,ship_from_store,Y
20260712-0075,2026-07-12,S005,P1045,2,313.57,10,pickup,Y
20260712-0076,2026-07-12,S008,P1068,4,72.83,10,pickup,Y
20260712-0077,2026-07-12,S004,P1057,1,369.15,10,pickup,Y
20260712-0078,2026-07-12,S004,P1050,1,75.31,0,ship_from_store,N
20260712-0079,2026-07-12,S001,P1075,3,140.44,15,in_store,Y
20260712-0080,2026-07-12,S007,P1048,1,59.74,15,in_store,N
20260712-0081,2026-07-12,S002,P1034,4,168.86,0,in_store,Y
20260712-0082,2026-07-12,S001,P1003,3,448.98,0,in_store,N
20260712-0083,2026-07-12,S008,P1037,3,87.16,5,in_store,Y
20260712-0084,2026-07-12,S001,P1027,1,87.43,5,pickup,Y
20260712-0085,2026-07-12,S003,P1071,3,143.3,0,in_store,N
20260712-0086,2026-07-12,S007,P1069,1,256.36,0,ship_from_store,Y
20260712-0087,2026-07-12,S005,P1063,1,79.92,0,pickup,Y
20260712-0088,2026-07-12,S008,P1042,4,97.96,15,in_store,Y
20260712-0089,2026-07-12,S008,P1018,2,130.36,15,in_store,Y
20260712-0090,2026-07-12,S007,P1080,1,143.0,0,ship_from_store,Y
20260712-0091,2026-07-12,S006,P1041,2,54.6,0,in_store,Y
20260712-0092,2026-07-12,S005,P1065,2,90.29,20,pickup,Y
20260712-0093,2026-07-12,S001,P1018,2,130.36,15,ship_from_store,Y
20260712-0094,2026-07-12,S007,P1026,2,130.4,0,ship_from_store,N
20260712-0095,2026-07-12,S005,P1039,1,312.66,15,in_store,Y
20260712-0096,2026-07-12,S004,P1061,2,147.84,0,ship_from_store,Y
20260712-0097,2026-07-12,S005,P1003,2,448.98,0,ship_from_store,Y
20260712-0098,2026-07-12,S003,P1006,2,55.91,0,pickup,Y
20260712-0099,2026-07-12,S002,P1023,1,141.44,0,ship_from_store,Y
20260712-0100,2026-07-12,S001,P1054,1,70.68,0,pickup,Y
20260712-0101,2026-07-12,S005,P1010,3,552.43,0,in_store,Y
20260712-0102,2026-07-12,S001,P1007,2,101.18,10,in_store,Y
20260712-0103,2026-07-12,S001,P1028,3,647.52,0,in_store,Y
20260712-0104,2026-07-12,S005,P1074,1,172.53,10,in_store,Y
