order_id,order_date,store_id,product_id,quantity,unit_price,discount_pct,sales_channel,loyalty_member
20260719-0055,2026-07-19,S002,P1043,1,204.85,15,in_store,Y
20260719-0056,2026-07-19,S007,P1038,4,196.88,0,in_store,Y
20260719-0057,2026-07-19,S004,P1056,2,144.01,0,in_store,Y
20260719-0058,2026-07-19,S001,P1068,1,80.92,0,ship_from_store,Y
20260719-0059,2026-07-19,S002,P1028,3,518.02,20,pickup,Y
20260719-0060,2026-07-19,S003,P1061,1,133.06,10,in_store,Y
20260719-0061,2026-07-19,S001,P1031,2,164.85,5,in_store,N
20260719-0062,2026-07-19,S008,P1008,2,157.95,10,ship_from_store,Y
20260719-0063,2026-07-19,S001,P1023,3,127.3,10,pickup,N
20260719-0064,2026-07-19,S003,P1079,1,217.78,15,in_store,Y
20260719-0065,2026-07-19,S001,P1051,2,381.74,10,ship_from_store,N
20260719-0066,2026-07-19,S004,P1021,1,73.74,0,in_store,Y
20260719-0067,2026-07-19,S001,P1031,1,173.53,0,ship_from_store,Y
20260719-0068,2026-07-19,S005,P1077,1,95.15,0,pickup,Y
20260719-0069,2026-07-19,S003,P1002,2,203.43,0,in_store,N
20260719-0070,2026-07-19,S007,P1016,2,570.68,10,in_store,Y
20260719-0071,2026-07-19,S006,P1013,4,77.91,20,pickup,Y
20260719-0072,2026-07-19,S007,P1039,1,349.45,5,pickup,Y
20260719-0073,2026-07-19,S004,P1038,2,167.35,15,in_store,Y
20260719-0074,2026-07-19,S008,P1072,1,120.86,10,in_store,N
20260719-0075,2026-07-19,S002,P1012,1,105.11,15,pickup,Y
20260719-0076,2026-07-19,S008,P1026,1,130.4,0,in_store,N
20260719-0077,2026-07-19,S007,P1009,2,115.26,0,in_store,Y
20260719-0078,2026-07-19,S004,P1071,1,143.3,0,pickup,Y
20260719-0079,2026-07-19,S003,P1046,4,233.42,0,ship_from_store,N
20260719-0080,2026-07-19,S007,P1005,4,105.96,5,in_store,N
20260719-0081,2026-07-19,S007,P1014,2,184.2,10,ship_from_store,Y
20260719-0082,2026-07-19,S006,P1074,1,191.7,0,ship_from_store,Y
20260719-0083,2026-07-19,S003,P1066,2,104.88,0,in_store,Y
20260719-0084,2026-07-19,S002,P1048,2,70.28,0,pickup,Y
20260719-0085,2026-07-19,S006,P1069,3,256.36,0,in_store,N
20260719-0086,2026-07-19,S003,P1066,1,99.64,5,ship_from_store,N
20260719-0087,2026-07-19,S005,P1078,1,131.72,10,pickup,Y
20260719-0088,2026-07-19,S004,P1068,1,72.83,10,in_store,Y
20260719-0089,2026-07-19,S007,P1077,2,95.15,0,in_store,Y
20260719-0090,2026-07-19,S006,P1080,1,143.0,0,in_store,Y
20260719-0091,2026-07-19,S005,P1029,1,119.63,5,ship_from_store,Y
20260719-0092,2026-07-19,S002,P1070,2,202.52,0,in_store,Y
20260719-0093,2026-07-19,S007,P1023,1,127.3,10,in_store,Y
20260719-0094,2026-07-19,S004,P1030,1,113.63,10,in_store,Y
20260719-0095,2026-07-19,S006,P1067,2,266.98,0,in_store,Y
20260719-0096,2026-07-19,S003,P1035,1,140.34,5,in_store,Y
20260719-0097,2026-07-19,S004,P1010,1,524.81,5,pickup,N
20260719-0098,2026-07-19,S008,P1041,1,43.68,20,pickup,Y
20260719-0099,2026-07-19,S004,P1035,1,147.73,0,in_store,N
20260719-0100,2026-07-19,S008,P1037,2,91.75,0,in_store,Y
20260719-0101,2026-07-19,S003,P1028,3,647.52,0,in_store,Y
20260719-0102,2026-07-19,S005,P1021,2,58.99,20,ship_from_store,Y
20260719-0103,2026-07-19,S005,P1014,4,184.2,10,in_store,Y
20260719-0104,2026-07-19,S003,P1040,2,92.49,15,pickup,Y
20260719-0105,2026-07-19,S001,P1020,1,211.48,0,in_store,Y
20260719-0106,2026-07-19,S005,P1056,4,144.01,0,ship_from_store,N
20260719-0107,2026-07-19,S008,P1001,1,130.82,0,in_store,Y
20260719-0108,2026-07-19,S006,P1058,1,263.59,0,in_store,N
20260719-0109,2026-07-19,S008,P1036,1,134.06,15,in_store,N
20260719-0110,2026-07-19,S003,P1002,4,203.43,0,in_store,N
20260719-0111,2026-07-19,S004,P1064,1,583.73,5,in_store,N
20260719-0112,2026-07-19,S003,P1044,3,170.33,10,in_store,N
20260719-0113,2026-07-19,S003,P1040,2,108.81,0,ship_from_store,Y
20260719-0114,2026-07-19,S004,P1058,2,237.23,10,ship_from_store,N
20260719-0115,2026-07-19,S003,P1078,2,146.35,0,in_store,Y
20260719-0116,2026-07-19,S003,P1049,1,188.71,15,in_store,Y
20260719-0117,2026-07-19,S001,P1036,1,134.06,15,pickup,Y
20260719-0118,2026-07-19,S001,P1076,2,686.08,0,pickup,N
20260719-0119,2026-07-19,S001,P1075,3,156.96,5,ship_from_store,Y
20260719-0120,2026-07-19,S005,P1036,1,126.18,20,ship_from_store,N
20260719-0121,2026-07-19,S007,P1050,4,75.31,0,ship_from_store,Y
20260719-0122,2026-07-19,S004,P1073,3,106.52,15,ship_from_store,Y
20260719-0123,2026-07-19,S003,P1076,1,548.86,20,in_store,Y
20260719-0124,2026-07-19,S003,P1004,3,109.9,0,in_store,Y
20260719-0125,2026-07-19,S001,P1014,1,194.44,5,in_store,Y
20260719-0126,2026-07-19,S004,P1022,1,310.97,20,ship_from_store,N
20260719-0127,2026-07-19,S006,P1027,1,92.03,0,pickup,Y
20260719-0128,2026-07-19,S006,P1072,3,134.29,0,in_store,Y
20260719-0129,2026-07-19,S002,P1080,2,143.0,0,in_store,N
20260719-0130,2026-07-19,S008,P1053,3,92.25,15,ship_from_store,N
20260719-0131,2026-07-19,S002,P1001,3,130.82,0,ship_from_store,Y
20260719-0132,2026-07-19,S006,P1044,1,189.25,0,in_store,Y
20260719-0133,2026-07-19,S006,P1021,2,70.05,5,pickup,N
20260719-0134,2026-07-19,S003,P1030,1,126.26,0,ship_from_store,Y
20260719-0135,2026-07-19,S005,P1004,2,109.9,0,in_store,N
20260719-0136,2026-07-19,S003,P1048,1,70.28,0,in_store,Y
20260719-0137,2026-07-19,S003,P1042,2,115.25,0,in_store,Y
20260719-0138,2026-07-19,S008,P1077,2,95.15,0,in_store,Y
20260719-0139,2026-07-19,S006,P1068,3,68.78,15,pickup,Y
20260719-0140,2026-07-19,S001,P1008,2,175.5,0,in_store,Y
20260719-0141,2026-07-19,S008,P1044,2,189.25,0,ship_from_store,Y
20260719-0142,2026-07-19,S002,P1073,2,125.32,0,in_store,Y
20260719-0143,2026-07-19,S006,P1066,1,104.88,0,ship_from_store,Y
20260719-0144,2026-07-19,S006,P1032,2,194.08,0,pickup,Y
20260719-0145,2026-07-19,S003,P1052,2,350.02,10,in_store,Y
20260719-0146,2026-07-19,S003,P1022,2,388.71,0,in_store,Y
20260719-0147,2026-07-19,S003,P1063,4,75.92,5,in_store,Y
20260719-0148,2026-07-19,S004,P1031,3,173.53,0,ship_from_store,Y
20260719-0149,2026-07-19,S003,P1027,1,92.03,0,in_store,Y
20260719-0150,2026-07-19,S004,P1005,2,111.54,0,ship_from_store,N
20260719-0151,2026-07-19,S007,P1039,1,367.84,0,pickup,Y
20260719-0152,2026-07-19,S002,P1048,1,70.28,0,in_store,N
20260719-0153,2026-07-19,S007,P1040,1,87.05,20,in_store,Y
20260719-0154,2026-07-19,S001,P1043,1,192.8,20,in_store,N
20260719-0155,2026-07-19,S004,P1073,1,125.32,0,in_store,Y
20260719-0156,2026-07-19,S005,P1031,4,164.85,5,in_store,Y
20260719-0157,2026-07-19,S004,P1037,1,91.75,0,in_store,Y
20260719-0158,2026-07-19,S003,P1048,1,70.28,0,in_store,N
20260719-0159,2026-07-19,S007,P1036,1,126.18,20,in_store,Y
20260719-0160,2026-07-19,S003,P1060,1,146.67,5,in_store,Y
20260719-0161,2026-07-19,S008,P1014,2,173.97,15,in_store,Y
20260719-0162,2026-07-19,S007,P1003,1,448.98,0,pickup,Y
20260719-0163,2026-07-19,S003,P1035,2,147.73,0,in_store,Y
20260719-0164,2026-07-19,S007,P1031,2,173.53,0,in_store,Y
20260719-0165,2026-07-19,S007,P1020,3,190.33,10,in_store,Y
20260719-0166,2026-07-19,S001,P1006,2,50.32,10,pickup,Y
20260719-0167,2026-07-19,S003,P1047,1,56.9,0,in_store,Y
